"","orig.ident","nCount_RNA","nFeature_RNA","sample_id","sample_type","organism","donor","sex","age_days","eye_condition","genotype","driver_lines","reporter_lines","brain_hemisphere","brain_region","brain_subregion","injection_label_direction","injection_primary","injection_secondary","injection_tract","injection_material","injection_exclusion_criterion","facs_date","facs_container","facs_sort_criteria","rna_amplification_set","library_prep_set","library_prep_avg_size_bp","seq_name","seq_tube","seq_batch","total_reads","percent_exon_reads","percent_intron_reads","percent_intergenic_reads","percent_rrna_reads","percent_mt_exon_reads","percent_reads_unique","percent_synth_reads","percent_ecoli_reads","percent_aligned_reads_total","complexity_cg","genes_detected_cpm_criterion","genes_detected_fpkm_criterion","tdt_cpm","gfp_cpm","class","subclass","cluster","confusion_score","cluster_correlation","core_intermediate_call","id_raw","cell_type","dbscan_filter","id_new","coord_x","coord_y"
"F2S4_161017_005_A01","F2S4",1609306,6991,559092741,"Cells","Mus musculus",277470,"M",54,"Normal","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Vip-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1-L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/17/2016","F2S4_161017_005","RFP-positive","A8S4_161020_02","L8S4_161026_02_A02",421,"SM-D9EPN_S09_E1-50","SM-D9EPN","R8S4-161110",2440281,79.3460463718059,16.9688412192997,3.68511240889444,0.27287841,0.000122937,84.91878599,0.010221774,0.010392246,94.4971911,0.348839817,8113,7116,302.42,302.42,"GABAergic","Vip","Vip Crispld2 Htr2c",0.2369,0.842155786,"Core","F2S4_161017_005_A01","Vip",1,"F2S4_161017_005_A01",4246.89637887183,1785.72875753441
"F2S4_161004_003_C01","F2S4",1641829,7569,559956703,"Cells","Mus musculus",273282,"M",57,"Normal","Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt","Trib2-F2A-CreERT2","Snap25-LSL-F2A-GFP","L","VISp","L4-L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/4/2016","F2S4_161004_003","GFP-positive","A8S4_161031_05","L8S4_161109_02_C01",422,"SM-D9EP8_S03_E1-50","SM-D9EP8","R8S4-161116",2306992,85.3661106511511,10.7475125077118,3.88637684113705,0.126528397,0.000520158,85.15543184,0.005717835,0.008780698,95.62911358,0.367864876,8570,7694,0,0,"Glutamatergic","L4","L4 IT VISp Rspo1",0.0348,0.84790084,"Core","F2S4_161004_003_C01","L4",1,"F2S4_161004_003_C01",1879.41332593486,4343.38510415943
"F2S4_161004_004_B01","F2S4",1329089,7720,559956759,"Cells","Mus musculus",273282,"M",57,"Normal","Trib2-F2A-CreERT2/wt;Snap25-LSL-F2A-GFP/wt","Trib2-F2A-CreERT2","Snap25-LSL-F2A-GFP","L","VISp","L4-L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/4/2016","F2S4_161004_004","GFP-positive","A8S4_161031_05","L8S4_161109_02_B02",460,"SM-D9EP8_S10_E1-50","SM-D9EP8","R8S4-161116",1917014,82.5546021824111,13.7283824754367,3.71701534215222,0.144078238,5.22e-05,86.18257352,0.004359384,0.004718275,96.48912319,0.356570694,8731,7891,0,0,"Glutamatergic","L4","L4 IT VISp Rspo1",0.0316,0.839410414,"Core","F2S4_161004_004_B01","L4",1,"F2S4_161004_004_B01",1901.53472535845,4310.06911202191
"F2S4_160127_009_E01","F2S4",1549931,10401,527145673,"Cells","Mus musculus",227800,"M",54,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/27/2016","F2S4_160127_009","RFP-positive","A8S4_160303_02","L8S4_160308_03_E06",535,"LS-15025_S45_E1-50","LS-15025","R8S4-160328",2544152,80.6368610700507,14.7902228470295,4.57291608291979,0.09901138,0.000235835,77.12782098,0.006146645,0.059705552,88.93725689,0.404288848,11674,10545,310.12,310.12,"Glutamatergic","L4","L4 IT VISp Rspo1",0.0313,0.88869487,"Core","F2S4_160127_009_E01","L4",1,"F2S4_160127_009_E01",1882.5491100481,4423.22181715419
"F2S4_160516_028_F01","F2S4",1793240,8053,530715903,"Cells","Mus musculus",245824,"M",54,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","5/16/2016","F2S4_160516_028","RFP-positive","A8S4_160616_03","L8S4_160629_01_F07",394,"LS-15349_S54_E1-50","LS-15349","R8S4-160707",3014601,71.0348946050152,23.7937026809428,5.17140271404198,0.123764306,9.95e-05,86.43326264,0.003026603,0.008040533,95.48746252,0.331515762,9568,8223,281.3,281.3,"Glutamatergic","L4","L4 IT VISp Rspo1",0.0322,0.85305926,"Core","F2S4_160516_028_F01","L4",1,"F2S4_160516_028_F01",1916.98457253209,4360.81690832065
"F2S4_160701_034_A01","F2S4",1824340,7990,539390702,"Cells","Mus musculus",254569,"F",54,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","7/1/2016","F2S4_160701_034","RFP-positive","A8S4_160715_03","L8S4_160722_04_A01",419,"LS-15381_S01_E1-50","LS-15381","R8S4-160729",2593050,84.109952981827,11.901827173406,3.98821984476699,0.104047357,0.000655599,84.94579742,0.005128709,0.010416305,95.3396965,0.363542324,9076,8120,358.65,358.65,"Glutamatergic","L4","L4 IT VISp Rspo1",0.0321,0.847675476,"Core","F2S4_160701_034_A01","L4",1,"F2S4_160701_034_A01",1843.46115355658,4389.51812355285
"F2S4_160701_038_H01","F2S4",1530216,8165,539391270,"Cells","Mus musculus",254569,"F",54,"Normal","Slc17a7-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Slc17a7-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","7/1/2016","F2S4_160701_038","RFP-positive","A8S4_160715_03","L8S4_160722_04_H06",409,"LS-15381_S48_E1-50","LS-15381","R8S4-160729",2500668,74.2440744515454,20.4326527100878,5.32327283836681,0.108131107,0.000239936,84.96185819,0.003749398,0.011597301,94.63647313,0.350193588,9523,8332,179.15,179.15,"Glutamatergic","L4","L4 IT VISp Rspo1",0.0369,0.840084487,"Core","F2S4_160701_038_H01","L4",1,"F2S4_160701_038_H01",1882.97450335152,4383.22407921143
"F2S4_160129_030_G01","F2S4",1128395,7240,527149762,"Cells","Mus musculus",227804,"M",56,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/29/2016","F2S4_160129_030","RFP-positive","A8S4_160318_03","L8S4_160330_01_G11",507,"LS-15041_S87_E1-50","LS-15041","R8S4-160405-M",2256057,61.4278808626568,33.3353088182969,5.23681031904624,0.089847021,0.000487576,86.01094742,0.001388263,0.010443442,94.80735637,0.313390996,8797,7439,50.97,50.97,"GABAergic","Lamp5","Lamp5 Ntn1 Npy2r",0.3053,0.807922888,"Core","F2S4_160129_030_G01","Lamp5",1,"F2S4_160129_030_G01",2345.89227236045,4951.85603645171
"F2S4_160826_004_F01","F2S4",2038405,9314,551132154,"Cells","Mus musculus",265257,"M",58,"Normal","Pvalb-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Pvalb-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","8/26/2016","F2S4_160826_004","RFP-positive","A8S4_160829_04","L8S4_160908_01_F12",370,"LS-15542_S94_E1-50","LS-15542","R8S4-160916",2870285,85.2860855483223,10.809093638281,3.90482081339668,0.070376287,0.000557436,84.93971853,0.002938384,0.003856411,95.75045684,0.360612673,10422,9437,126.82,126.82,"GABAergic","Pvalb","Pvalb Reln Tac1",0.4688,0.871008735,"Core","F2S4_160826_004_F01","Pvalb",1,"F2S4_160826_004_F01",2403.39126734065,4923.91295379643
"F2S4_160126_005_F01","F2S4",1594030,8418,527131341,"Cells","Mus musculus",227236,"M",56,"EYE: Cataracts (R)","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/26/2016","F2S4_160126_005","RFP-positive","A8S4_160204_02","L8S4_160212_02_F02",566,"LS-15011_S14_E1-50","LS-15011","R8S4-160225",2588709,79.053356689164,15.8331297475966,5.11351356323936,0.108664203,0.000347664,79.53450929,0.005836886,0.03036726,90.74279882,0.357037722,10008,8552,120.91,120.91,"Glutamatergic","NP","L5 NP VISp Trhr Cpne7",0.9651,0.855553262,"Intermediate","F2S4_160126_005_F01","NP",1,"F2S4_160126_005_F01",2004.27995478888,5967.81709585042
"F1S4_161209_002_H01","F1S4",1731506,9253,566715317,"Cells","Mus musculus",285675,"M",55,"Normal","Ntsr1-Cre_GN22/wt;Ai14(RCL-tdT)/wt","Ntsr1-Cre_GN220","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","12/9/2016","F1S4_161209_002","RFP-positive","A8S4_161216_01","L8S4_161221_04_H03",384,"SM-D9CXO_S24_E1-50","SM-D9CXO","R8S4-170111",2537999,85.3169954054164,10.611545663317,4.07145893126655,0.164736078,0.000433412,81.48754196,0.005100475,0.002689914,92.69235331,0.363455451,10651,9367,165.88,165.88,"Glutamatergic","L6 CT","L6 CT VISp Ctxn3 Sla",0.1687,0.907145722,"Core","F1S4_161209_002_H01","L6 CT",1,"F1S4_161209_002_H01",4975.30223460649,2360.83821974391
"F2S4_151223_003_B01","F2S4",1868751,8603,527128463,"Cells","Mus musculus",223184,"M",53,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","12/23/2015","F2S4_151223_003","RFP-positive","A8S4_160119_01","L8S4_160129_01_B12",578,"LS-15004_S90_E1-50","LS-15004","R8S4-160225",2760417,83.1168751772359,12.4030760783198,4.48004874444424,0.407728253,0.000289811,83.00771224,0.004355864,0.019983575,94.12581505,0.3583192,9811,8760,142.01,142.01,"GABAergic","Lamp5","Lamp5 Fam19a1 Pax6",0.3979,0.867038679,"Core","F2S4_151223_003_B01","Lamp5",1,"F2S4_151223_003_B01",909.293266128544,5406.32214351671
"F2S4_160502_019_A01","F2S4",2056714,8731,523737902,"Cells","Mus musculus",242313,"M",59,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","5/2/2016","F2S4_160502_019","RFP-positive","A8S4_160511_02","L8S4_160517_02_A06",429,"LS-15099_S41_E1-50","LS-15099","R8S4-160527",2912171,84.0836007113355,11.9997533463716,3.91664594229284,0.323160968,0.000309048,85.75880331,0.002347733,0.007666102,95.47821883,0.349498888,9762,8861,194.7,194.7,"GABAergic","Lamp5","Lamp5 Fam19a1 Pax6",0.0613,0.880856274,"Core","F2S4_160502_019_A01","Lamp5",1,"F2S4_160502_019_A01",892.69059056734,5442.71377554671
"F2S4_160429_008_F01","F2S4",1835009,6700,523735691,"Cells","Mus musculus",242314,"F",56,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/29/2016","F2S4_160429_008","RFP-positive","A8S4_160509_02","L8S4_160513_04_F04",467,"LS-15096_S30_E1-50","LS-15096","R8S4-160527",3161780,70.8362352139906,24.418908663736,4.74485612227338,0.267507543,0.000537672,84.9215948,0.003337677,0.014935258,94.26895609,0.328735898,8132,6822,237.52,237.52,"GABAergic","Vip","Vip Igfbp6 Car10",0.6106,0.779418852,"Core","F2S4_160429_008_F01","Vip",2,"F2S4_160429_008_F01",5216.11333894434,1675.15582070608
"F2S4_170320_001_F01","F2S4",1479974,4029,581103652,"Cells","Mus musculus",304188,"F",59,"Normal","Vipr2-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Vipr2-IRES2-Cre","Ai14(RCL-tdT)","R","VISp","L1-L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/20/2017","F2S4_170320_001","RFP-positive","A8S4_170322_01","L8S4_170327_07_F11",394,"SM-D9D8F_S86_E1-50","SM-D9D8F","R8S4-170406",2694994,67.8399622510695,26.4244775814174,5.73556016751314,0.042078016,0.000185529,84.46170938,0.006217454,0.003276816,92.30758955,0.348702584,5852,4174,324.3,324.3,"Non-Neuronal","Astro","Astro Aqp4",0,0.729962824,"Core","F2S4_170320_001_F01","Astro",1,"F2S4_170320_001_F01",1527.65762628868,3796.37265219396
"F2S4_171120_019_A01","F2S4",666756,3868,656525037,"Cells","Mus musculus",358332,"M",55,"Normal","Rorb-P2A-FlpO/wt;Ai65F/wt","Rorb-P2A-FlpO","Ai65F","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","11/20/2017","F2S4_171120_019","RFP-positive","A8S4_171127_06","L8S4_171201_01_A05",359,"SM-GE666_S129_E1-50","SM-GE666","R8S4-171214",1176921,71.2416742756377,23.786366195834,4.97195952852834,0.083947861,0.000424837,82.34494924,0.00033546,2.58e-05,93.6914202,0.375569452,5237,4005,328.82,328.82,"Non-Neuronal","Astro","Astro Aqp4",0,0.724949366,"Core","F2S4_171120_019_A01","Astro",1,"F2S4_171120_019_A01",1502.0618625394,3827.11117652567
"F2S4_160404_046_B01","F2S4",1882520,8431,519597440,"Cells","Mus musculus",237584,"M",58,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/4/2016","F2S4_160404_046","RFP-positive","A8S4_160408_02","L8S4_160415_03_B04",487,"LS-15064_S26_E1-50","LS-15064","R8S4-160504",2637792,84.6319029690659,11.86134808321,3.50674894772404,0.1394348,0.000720299,85.9409309,0.003530604,0.009300961,94.99206154,0.357805336,9644,8563,390.1,390.1,"GABAergic","Vip","Vip Chat Htr1f",0.1045,0.850250026,"Core","F2S4_160404_046_B01","Vip",1,"F2S4_160404_046_B01",4854.45147555403,1854.79005829878
"F2S4_161017_018_A01","F2S4",1604016,8119,567013588,"Cells","Mus musculus",277470,"M",54,"Normal","Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Vip-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","10/17/2016","F2S4_161017_018","RFP-positive","A8S4_161216_04","L8S4_170104_01_A01",372,"SM-D9CXR_S01_E1-50","SM-D9CXR","R8S4-170112",2433018,78.4853626519358,17.2376961678394,4.27694118022479,0.159924834,0.000246607,86.04178021,0.00854371,0.003161917,94.91384774,0.351290678,9244,8230,311.14,311.14,"GABAergic","Vip","Vip Ptprt Pkp2",0.2583,0.813379898,"Core","F2S4_161017_018_A01","Vip",1,"F2S4_161017_018_A01",4814.63357864609,1850.97869328089
"F2S4_160406_001_F01","F2S4",2122465,8138,521591677,"Cells","Mus musculus",238377,"M",54,"Normal","Chat-IRES-Cre-neo/wt;Ai14(RCL-tdT)/wt","Chat-IRES-Cre-neo","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/6/2016","F2S4_160406_001","RFP-positive","A8S4_160413_02","L8S4_160421_04_F06",411,"LS-15072_S46_E1-50","LS-15072","R8S4-160513",3018140,83.1521448213851,13.4216961774684,3.42615900114645,0.144161636,0.000695793,86.04700246,0.003600893,0.009026752,95.3305347,0.344820596,9252,8231,444.31,444.31,"GABAergic","Vip","Vip Chat Htr1f",0.1071,0.814372956,"Core","F2S4_160406_001_F01","Vip",1,"F2S4_160406_001_F01",4805.90797515008,1731.54239265853
"F2S4_151223_006_E01","F2S4",1511818,8577,527124374,"Cells","Mus musculus",223184,"M",53,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","12/23/2015","F2S4_151223_006","RFP-positive","A8S4_160107_01","L8S4_160108_01_E10",503,"LS-14690_S77_E1-50","LS-14690","R8S4-160203",2376851,75.9197391568055,19.5648907971908,4.51537004600367,0.181079925,0,85.97455204,0.008552072,0.015670313,94.40192086,0.327388868,9823,8742,259.59,259.59,"GABAergic","Vip","Vip Lmo1 Myl1",0.4121,0.837064484,"Core","F2S4_151223_006_E01","Vip",1,"F2S4_151223_006_E01",4854.86588015008,1814.7922201034
"F2S4_151223_012_E01","F2S4",1663429,10353,527124891,"Cells","Mus musculus",223184,"M",53,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L6","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","12/23/2015","F2S4_151223_012","RFP-positive","A8S4_160107_02","L8S4_160108_02_E09",806,"LS-14692_S69_E1-50","LS-14692","R8S4-160203",2619134,76.5659662816842,19.2093455697522,4.22468814856358,0.615623332,0.000190903,84.79692143,0.002652785,0.011185377,93.66263811,0.331663385,11522,10615,337.52,337.52,"GABAergic","Sncg","Sncg Vip Itih5",0.0601,0.859623935,"Core","F2S4_151223_012_E01","Sncg",1,"F2S4_151223_012_E01",4773.53605410187,1785.50560747432
"F2S4_160415_022_B01","F2S4",2337643,9906,522730859,"Cells","Mus musculus",240558,"M",55,"Normal","Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Slc32a1-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L1","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/15/2016","F2S4_160415_022","RFP-positive","A8S4_160422_03","L8S4_160503_02_B08",1013,"LS-15078_S58_E1-50","LS-15078","R8S4-160520",3127181,86.3944630428441,10.1269845758876,3.47855238126823,0.148120624,0.000607576,88.14069285,0.001962151,0.00561688,96.82484001,0.351284371,10789,10037,374.14,374.14,"GABAergic","Lamp5","Lamp5 Lsp1",0.1014,0.844418646,"Intermediate","F2S4_160415_022_B01","Lamp5",1,"F2S4_160415_022_B01",4815.04801467345,1810.98241133752
"F2S4_160419_017_H01","F2S4",2013672,9407,522736538,"Cells","Mus musculus",239954,"F",59,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","R","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/19/2016","F2S4_160419_017","RFP-positive","A8S4_160429_02","L8S4_160506_02_H03",394,"LS-15086_S24_E1-50","LS-15086","R8S4-160524",2523811,91.5294095524485,5.47427181747157,2.99631863007993,0.230999865,0.000475471,88.17078616,0.002627376,0.003245489,96.59094916,0.350558011,10059,9512,331.64,331.64,"GABAergic","Vip","Vip Lmo1 Myl1",0.129,0.878004463,"Core","F2S4_160419_017_H01","Vip",1,"F2S4_160419_017_H01",4811.6286916157,1771.12882643193
"F2S4_171120_004_G01","F2S4",737517,3054,656526320,"Cells","Mus musculus",358332,"M",55,"Normal","Rorb-P2A-FlpO/wt;Ai65F/wt","Rorb-P2A-FlpO","Ai65F","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","11/20/2017","F2S4_171120_004","RFP-positive","A8S4_171127_07","L8S4_171201_02_G05",332,"SM-GE667_S039_E1-50","SM-GE667","R8S4-171214",1414380,68.2694195759265,26.0245777221275,5.70600270194598,0.106407048,0.000282809,79.21237574,0.000336904,4.39e-05,92.0781544,0.389199703,4577,3124,139.99,139.99,"Non-Neuronal","Astro","Astro Aqp4",0,0.699511242,"Core","F2S4_171120_004_G01","Astro",1,"F2S4_171120_004_G01",1849.06278092187,2732.58356025815
"F2S4_171120_019_B01","F2S4",695266,3295,656525059,"Cells","Mus musculus",358332,"M",55,"Normal","Rorb-P2A-FlpO/wt;Ai65F/wt","Rorb-P2A-FlpO","Ai65F","L","VISp","L5","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","11/20/2017","F2S4_171120_019","RFP-positive","A8S4_171127_06","L8S4_171201_01_B05",340,"SM-GE666_S130_E1-50","SM-GE666","R8S4-171214",1235571,74.4231195207577,20.4463850279163,5.130495451326,0.0862759,0.000161868,77.83292097,0.000299101,4.03e-05,90.6825265,0.394347969,4663,3379,110.07,110.07,"Non-Neuronal","Astro","Astro Aqp4",0,0.724359545,"Core","F2S4_171120_019_B01","Astro",1,"F2S4_171120_019_B01",1808.72131163911,2705.24572896887
"F2S4_160404_044_C01","F2S4",1483804,7396,519598433,"Cells","Mus musculus",237584,"M",58,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/4/2016","F2S4_160404_044","RFP-positive","A8S4_160408_03","L8S4_160419_01_C09",390,"LS-15065_S67_E1-50","LS-15065","R8S4-160504",2191211,83.7678717393134,12.7245644090663,3.50756385162028,0.179215968,0.00073019,82.44541489,0.003549179,0.015959668,94.20471146,0.385232176,8717,7543,283.4,283.4,"GABAergic","Vip","Vip Igfbp6 Pltp",0.4393,0.828063488,"Intermediate","F2S4_160404_044_C01","Vip",2,"F2S4_160404_044_C01",1846.33088571451,2691.62515857453
"F2S4_171120_005_H01","F2S4",534629,3639,656530936,"Cells","Mus musculus",358332,"M",55,"Normal","Rorb-P2A-FlpO/wt;Ai65F/wt","Rorb-P2A-FlpO","Ai65F","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","11/20/2017","F2S4_171120_005","RFP-positive","A8S4_171128_06","L8S4_171201_05_H01",320,"SM-GE668_S104_E1-50","SM-GE668","R8S4-171214",998311,69.9883373611299,23.4105384915812,6.60112414728895,0.043974273,0.00120203,78.93201618,0.000378479,3.77e-05,91.4988415,0.387566586,5203,3761,200.34,200.34,"Non-Neuronal","Astro","Astro Aqp4",0,0.716250332,"Core","F2S4_171120_005_H01","Astro",1,"F2S4_171120_005_H01",1831.17431279708,2771.90797239049
"F2S4_160405_001_B01","F2S4",2141996,5811,521592097,"Cells","Mus musculus",237569,"M",59,"Normal","Ndnf-IRES2-dgCre/wt;Ai14(RCL-tdT)/wt","Ndnf-IRES2-dgCre","Ai14(RCL-tdT)","L","VISp","L1","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","4/5/2016","F2S4_160405_001","RFP-positive","A8S4_160413_03","L8S4_160427_01_B01",441,"LS-15073_S02_E1-50","LS-15073","R8S4-160513",3104961,86.6623052193223,10.2235012294437,3.114193551234,0.02779423,0.008502522,81.47413124,0.006386876,0.023165186,93.58426724,0.363296416,7172,5902,137.2,137.2,"Endothelial","Endo","Endo Ctla2a",0,0.743724454,"Core","F2S4_160405_001_B01","Endo",1,"F2S4_160405_001_B01",3547.78606131776,2427.93550082452
"F2S4_171120_012_G01","F2S4",680620,3584,656530013,"Cells","Mus musculus",358332,"M",55,"Normal","Rorb-P2A-FlpO/wt;Ai65F/wt","Rorb-P2A-FlpO","Ai65F","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","11/20/2017","F2S4_171120_012","RFP-positive","A8S4_171127_09","L8S4_171201_04_G04",333,"SM-GE668_S031_E1-50","SM-GE668","R8S4-171214",1464035,72.4569549638442,22.6697015792324,4.8733434569234,0.066869986,0.000136609,66.13830953,0.000486136,0.000143678,78.8772809,0.479858835,5086,3692,156.42,156.42,"Non-Neuronal","Astro","Astro Aqp4",0,0.733344103,"Core","F2S4_171120_012_G01","Astro",1,"F2S4_171120_012_G01",1220.67099819944,4475.72016892752
"F2S4_160121_008_G01","F2S4",754776,4069,527142087,"Cells","Mus musculus",226961,"M",57,"Normal","Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt","Gad2-IRES-Cre","Ai14(RCL-tdT)","L","VISp","L4","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","1/21/2016","F2S4_160121_008","RFP-positive","A8S4_160223_01","L8S4_160302_01_G04",457,"LS-15020_S31_E1-50","LS-15020","R8S4-160308",1960861,59.6034395910259,34.7293822619519,5.66717814702221,0.075732038,0.000968962,68.56482943,0.009038886,0.181727313,80.77079405,0.432439381,5631,4214,133.61,133.61,"Non-Neuronal","Astro","Astro Aqp4",0,0.700374974,"Core","F2S4_160121_008_G01","Astro",1,"F2S4_160121_008_G01",1318.08343274135,4478.02307004575
"F2S4_170323_010_F01","F2S4",1486201,3483,583386631,"Cells","Mus musculus",304663,"F",58,"Normal","Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt","Snap25-IRES2-Cre","Ai14(RCL-tdT)","L","VISp","L2/3","No Injection","No Injection","No Injection","No Injection","No Injection","No Injection","3/23/2017","F2S4_170323_010","RFP-negative","A8S4_170328_01","L8S4_170403_02_F08",429,"SM-D9D8O_S62_E1-50","SM-D9D8O","R8S4-170412",2882538,66.6686086417167,27.6991300925509,5.63226126573243,0.042531963,3.47e-05,80.98387601,0.004306275,0.003297094,92.24537543,0.368265608,5668,3612,0.69,0.69,"Non-Neuronal","Astro","Astro Aqp4",0,0.694613291,"Core","F2S4_170323_010_F01","Astro",1,"F2S4_170323_010_F01",1279.45500668649,4427.89683500158
